age,job,marital,education,balance,housing,loan,campaign,poutcome,deposit
47,services,divorced,tertiary,1639,no,no,1,unknown,yes
38,self-employed,divorced,tertiary,6447,no,no,1,unknown,no
66,self-employed,married,tertiary,147,no,no,1,unknown,yes
25,technician,single,secondary,4859,no,no,1,unknown,yes
25,blue-collar,single,secondary,2007,no,no,2,unknown,yes
47,admin.,single,secondary,3696,no,no,4,unknown,yes
30,technician,married,tertiary,2166,no,no,2,unknown,yes
28,self-employed,single,tertiary,4579,no,no,2,unknown,yes
29,blue-collar,single,secondary,180,no,no,2,unknown,no
87,retired,married,primary,2190,no,no,2,unknown,yes
22,student,single,secondary,254,no,no,2,unknown,yes
32,management,single,tertiary,1962,no,no,1,unknown,no
31,technician,single,secondary,253,no,no,1,unknown,no
60,retired,married,secondary,938,no,no,3,unknown,yes
41,technician,single,unknown,5372,yes,no,3,unknown,yes
21,student,single,secondary,71,no,no,2,unknown,yes
24,student,single,secondary,3176,no,no,2,unknown,yes
54,management,divorced,tertiary,496,no,no,3,unknown,yes
80,retired,married,primary,1468,no,no,3,unknown,yes
27,technician,single,tertiary,434,yes,no,1,unknown,no
35,technician,single,tertiary,0,no,no,7,unknown,yes
81,retired,divorced,tertiary,0,no,no,1,unknown,no
48,services,married,secondary,517,no,no,1,unknown,no
45,admin.,married,secondary,5021,no,no,1,unknown,yes
36,admin.,married,unknown,991,no,no,2,unknown,yes
32,technician,single,tertiary,471,no,no,1,unknown,no
64,housemaid,married,primary,768,no,no,1,unknown,yes
59,services,single,secondary,739,no,no,1,unknown,yes
50,admin.,married,secondary,2955,no,no,1,unknown,no
32,admin.,married,secondary,366,no,no,2,unknown,yes
39,management,married,tertiary,2939,no,no,2,unknown,yes
68,retired,married,primary,0,no,no,1,unknown,no
38,services,married,secondary,282,no,no,3,unknown,no
37,admin.,single,secondary,4803,no,no,2,unknown,yes
55,management,married,tertiary,7803,no,no,1,unknown,yes
66,retired,married,secondary,154,no,no,2,unknown,no
40,technician,single,tertiary,226,no,no,2,unknown,no
85,retired,married,primary,1255,no,no,3,unknown,yes
58,unknown,married,tertiary,327,no,no,4,unknown,no
20,student,single,unknown,167,no,no,1,unknown,no
27,student,single,secondary,2245,no,no,1,unknown,no
28,management,single,tertiary,3053,no,no,4,unknown,no
31,management,married,tertiary,460,yes,no,1,unknown,no
42,admin.,married,secondary,383,no,no,1,unknown,no
63,retired,married,secondary,2716,no,no,1,unknown,no
63,retired,married,secondary,474,no,no,1,unknown,yes
30,student,single,secondary,3096,no,no,1,unknown,no
33,admin.,single,tertiary,0,no,no,1,unknown,no
56,retired,married,secondary,0,no,no,2,unknown,no
45,admin.,married,secondary,2556,no,no,2,unknown,no
30,admin.,single,secondary,255,no,no,1,unknown,yes
35,technician,married,secondary,746,no,yes,1,unknown,no
30,blue-collar,married,secondary,319,no,no,2,unknown,no
50,blue-collar,married,unknown,51,no,no,3,unknown,no
54,admin.,married,secondary,0,no,no,1,unknown,yes
44,technician,married,secondary,2776,yes,no,1,unknown,yes
26,admin.,single,secondary,614,no,no,1,unknown,no
56,unemployed,divorced,primary,282,no,no,2,unknown,no
73,retired,married,primary,279,no,no,3,unknown,yes
44,admin.,married,secondary,2403,yes,no,2,unknown,no
66,retired,married,tertiary,908,no,no,2,unknown,no
76,retired,married,unknown,8919,no,no,1,unknown,no
48,management,married,tertiary,157,no,no,4,unknown,yes
30,blue-collar,married,secondary,2493,no,no,2,unknown,yes
39,admin.,married,tertiary,1022,yes,yes,2,unknown,no
36,management,married,tertiary,3949,no,no,2,unknown,yes
49,technician,divorced,unknown,387,no,no,1,unknown,yes
42,management,single,tertiary,7560,no,no,1,unknown,yes
68,retired,single,primary,363,no,no,1,unknown,no
27,unknown,single,tertiary,6421,no,no,4,unknown,no
34,admin.,married,tertiary,0,no,no,2,unknown,yes
36,management,married,tertiary,2283,no,no,2,unknown,no
52,blue-collar,married,primary,306,no,no,1,unknown,yes
60,admin.,married,secondary,438,yes,no,2,unknown,no
62,entrepreneur,married,secondary,3904,no,no,2,unknown,yes
60,retired,married,secondary,18967,yes,no,2,unknown,yes
43,self-employed,married,tertiary,2501,no,no,4,unknown,no
26,technician,single,secondary,2002,no,no,1,unknown,yes
26,technician,single,tertiary,1972,yes,no,2,unknown,no
48,management,married,tertiary,866,no,no,2,unknown,no
42,management,single,tertiary,706,no,no,2,unknown,no
35,unemployed,single,tertiary,154,no,no,2,unknown,no
51,management,married,unknown,1708,no,no,3,unknown,no
45,management,single,tertiary,4831,no,no,11,unknown,yes
60,management,married,unknown,264,no,no,1,unknown,yes
33,entrepreneur,single,secondary,278,no,no,5,unknown,yes
40,blue-collar,married,secondary,275,yes,no,2,unknown,no
77,retired,married,tertiary,7802,no,no,2,unknown,yes
67,management,married,secondary,1287,no,no,1,unknown,no
65,retired,married,secondary,23421,no,no,1,unknown,no
45,management,married,tertiary,547,no,no,1,unknown,yes
30,student,single,unknown,4468,no,no,1,unknown,yes
29,admin.,single,tertiary,514,no,no,1,unknown,no
76,retired,married,secondary,852,no,no,2,unknown,no
64,housemaid,married,unknown,2645,no,no,2,unknown,yes
42,admin.,married,secondary,100,yes,no,1,unknown,no
35,technician,single,secondary,230,no,no,1,unknown,no
35,admin.,married,tertiary,221,yes,yes,2,unknown,no
34,management,married,tertiary,123,no,no,3,unknown,yes
29,technician,married,secondary,95,no,yes,3,unknown,yes
77,retired,married,unknown,38,no,no,1,unknown,no
53,management,married,tertiary,6571,no,no,1,unknown,yes
39,services,married,secondary,2758,no,no,3,unknown,yes
76,retired,married,primary,2223,no,no,1,unknown,yes
42,technician,married,tertiary,3777,yes,no,4,unknown,no
47,housemaid,single,primary,46,no,no,1,unknown,no
77,retired,married,secondary,2123,no,no,4,unknown,no
51,admin.,married,secondary,1574,no,no,2,unknown,no
30,student,single,secondary,4,no,no,2,unknown,no
39,technician,married,secondary,0,yes,yes,1,unknown,no
36,management,divorced,tertiary,1057,no,no,2,unknown,no
27,management,single,secondary,145,yes,no,3,unknown,no
43,management,married,tertiary,0,yes,no,2,unknown,no
58,unemployed,married,secondary,1625,no,no,2,unknown,yes
73,retired,married,tertiary,443,no,no,2,unknown,no
29,blue-collar,married,secondary,3310,no,no,2,unknown,no
49,blue-collar,married,secondary,171,no,no,6,unknown,no
52,management,married,unknown,339,no,no,7,unknown,no
65,retired,married,primary,343,no,no,2,unknown,no
33,management,married,tertiary,2750,no,no,1,unknown,no
41,admin.,divorced,secondary,1232,no,no,1,unknown,no
47,admin.,married,tertiary,97,yes,no,3,unknown,no
28,management,single,tertiary,266,no,no,1,unknown,no
40,management,married,tertiary,1855,no,no,6,unknown,yes
29,management,single,unknown,698,no,no,1,unknown,no
52,management,married,tertiary,3634,no,no,8,unknown,yes
33,technician,single,secondary,2085,no,no,2,unknown,yes
36,management,single,tertiary,479,no,no,2,unknown,yes
36,student,single,unknown,417,no,no,1,unknown,yes
75,retired,divorced,primary,37127,no,no,1,unknown,no
30,admin.,single,secondary,4448,no,no,8,unknown,yes
61,retired,married,tertiary,5267,no,no,3,unknown,yes
48,entrepreneur,single,secondary,315,no,no,1,unknown,yes
71,retired,married,secondary,1712,no,no,1,unknown,yes
49,technician,divorced,secondary,0,yes,no,3,unknown,no
39,blue-collar,married,secondary,1382,yes,no,2,unknown,yes
66,retired,married,secondary,780,no,no,4,unknown,no
26,unemployed,single,secondary,632,no,no,1,unknown,yes
52,management,married,tertiary,4675,no,no,3,unknown,yes
41,technician,divorced,tertiary,4276,yes,no,3,unknown,no
32,management,married,tertiary,905,no,no,4,unknown,yes
49,services,married,primary,1830,yes,no,1,unknown,yes
25,services,single,secondary,199,no,no,2,unknown,no
27,management,single,tertiary,-69,yes,no,3,unknown,yes
28,student,single,tertiary,1562,no,no,4,unknown,yes
65,retired,married,secondary,3409,no,no,2,unknown,no
34,management,single,tertiary,2159,no,no,1,unknown,yes
28,admin.,married,tertiary,167,yes,yes,2,unknown,no
28,technician,single,secondary,154,yes,no,2,unknown,yes
26,admin.,single,tertiary,2532,yes,yes,1,unknown,yes
36,unemployed,married,secondary,1466,yes,no,1,unknown,no
53,technician,married,secondary,4807,no,no,3,unknown,no
82,retired,married,secondary,121,no,no,1,unknown,yes
27,blue-collar,single,primary,377,no,no,2,unknown,yes
44,blue-collar,married,primary,622,yes,no,1,unknown,no
53,management,married,tertiary,597,no,no,1,unknown,yes
57,retired,married,secondary,1230,no,no,1,unknown,no
27,unknown,single,unknown,326,no,no,1,unknown,yes
39,admin.,divorced,tertiary,1176,no,no,1,unknown,no
33,unemployed,single,tertiary,4874,no,no,2,unknown,no
33,unemployed,single,primary,396,no,no,3,unknown,no
35,management,married,tertiary,1380,no,no,1,unknown,yes
26,management,single,tertiary,0,no,no,1,unknown,no
30,technician,single,secondary,341,no,no,1,unknown,no
72,retired,divorced,tertiary,438,no,no,1,unknown,yes
32,technician,single,secondary,324,no,yes,1,unknown,yes
40,blue-collar,single,primary,118,no,no,1,unknown,no
79,retired,divorced,primary,1910,no,no,2,unknown,no
48,unemployed,married,tertiary,1571,yes,no,3,unknown,no
53,admin.,married,tertiary,944,yes,no,1,unknown,no
34,technician,married,tertiary,31,no,no,1,unknown,no
78,retired,divorced,secondary,3219,no,no,1,unknown,yes
61,management,married,tertiary,87,yes,no,2,unknown,no
52,admin.,single,unknown,2227,no,no,2,unknown,yes
61,self-employed,divorced,tertiary,6610,no,no,2,unknown,yes
58,management,married,tertiary,4606,no,no,2,unknown,no
64,retired,married,primary,1977,no,no,2,unknown,no
25,services,single,secondary,94,no,no,1,unknown,no
27,services,single,secondary,195,yes,no,3,unknown,yes
74,retired,married,primary,1413,no,no,2,unknown,yes
27,technician,married,secondary,241,no,yes,1,unknown,no
34,self-employed,married,secondary,173,no,no,1,unknown,no
27,blue-collar,single,secondary,23,no,no,2,unknown,no
67,retired,married,primary,8465,no,no,1,unknown,no
38,technician,single,secondary,0,no,no,1,unknown,no
65,unemployed,married,secondary,3195,no,no,1,unknown,yes
29,admin.,single,tertiary,8,no,yes,1,unknown,no
27,technician,single,tertiary,1075,no,no,1,unknown,yes
49,admin.,single,tertiary,228,yes,no,1,unknown,yes
38,services,single,secondary,91,no,no,1,unknown,yes
51,technician,married,tertiary,0,no,no,2,unknown,yes
42,technician,married,secondary,4945,yes,no,2,unknown,yes
90,retired,divorced,primary,712,no,no,1,unknown,yes
66,housemaid,divorced,primary,3701,no,no,1,unknown,yes
63,retired,married,secondary,2896,no,no,2,unknown,yes
30,management,married,tertiary,359,no,no,2,unknown,no
58,housemaid,single,secondary,11494,no,no,7,unknown,no
60,admin.,married,secondary,12980,no,no,1,unknown,yes
25,blue-collar,single,secondary,509,no,no,1,unknown,yes
68,retired,married,primary,451,no,no,1,unknown,yes
30,technician,married,tertiary,3192,yes,no,2,unknown,no
54,housemaid,married,tertiary,2473,no,no,2,unknown,yes
46,admin.,married,secondary,0,yes,no,1,unknown,no
37,management,married,tertiary,6771,no,no,1,unknown,yes
34,admin.,married,tertiary,798,yes,no,2,unknown,no
32,unemployed,single,primary,1429,no,no,4,unknown,no
83,retired,married,tertiary,4761,no,no,1,unknown,yes
45,student,single,unknown,1527,no,no,1,unknown,yes
51,admin.,married,tertiary,0,yes,yes,2,unknown,yes
64,unemployed,divorced,secondary,588,no,no,1,unknown,yes
33,management,single,tertiary,224,no,no,2,unknown,yes
73,retired,married,primary,508,no,no,1,unknown,yes
28,management,single,tertiary,1825,no,no,1,unknown,yes
29,management,single,tertiary,2344,yes,no,2,unknown,no
28,management,single,tertiary,187,no,no,1,unknown,yes
61,retired,married,secondary,2801,yes,yes,1,unknown,yes
71,retired,married,primary,2171,no,no,4,unknown,no
37,unemployed,married,secondary,1978,no,no,1,unknown,yes
54,management,divorced,tertiary,7010,no,no,2,unknown,no
61,admin.,married,secondary,4608,no,no,1,unknown,yes
33,technician,married,secondary,1,yes,no,4,unknown,no
33,admin.,single,secondary,206,yes,no,2,unknown,no
67,retired,divorced,primary,2027,no,no,2,unknown,yes
71,retired,married,tertiary,3561,no,no,7,unknown,yes
75,retired,divorced,primary,852,no,no,1,unknown,no
38,management,married,unknown,76,no,no,1,unknown,yes
70,retired,married,primary,3782,no,no,1,unknown,no
86,retired,married,primary,1817,no,no,3,unknown,no
35,unemployed,single,secondary,295,no,no,1,unknown,yes
31,student,single,unknown,7826,no,no,7,unknown,no
22,self-employed,single,tertiary,780,no,no,3,unknown,yes
35,admin.,married,secondary,304,no,no,1,unknown,yes
58,blue-collar,married,primary,1965,no,no,1,unknown,no
25,blue-collar,single,secondary,303,no,no,1,unknown,yes
52,technician,single,secondary,436,no,yes,1,unknown,yes
22,technician,single,secondary,283,yes,no,2,unknown,yes
35,management,single,tertiary,5958,yes,no,1,unknown,yes
29,self-employed,single,tertiary,655,no,no,1,unknown,yes
28,management,single,tertiary,866,no,no,2,unknown,yes
37,services,married,secondary,2678,no,no,1,unknown,yes
77,management,married,tertiary,5619,no,no,1,unknown,no
58,services,married,secondary,307,no,no,2,unknown,no
26,student,married,tertiary,8750,no,no,2,unknown,no
57,housemaid,married,primary,780,no,no,2,unknown,no
33,management,single,tertiary,4176,no,no,3,unknown,yes
39,technician,single,tertiary,393,no,no,1,unknown,yes
82,retired,divorced,primary,1419,no,no,1,unknown,no
70,management,married,tertiary,1295,no,no,1,unknown,no
51,admin.,married,secondary,1204,no,no,4,unknown,no
31,management,single,tertiary,522,no,no,4,unknown,no
56,housemaid,single,tertiary,1947,no,no,1,unknown,yes
33,admin.,single,tertiary,7608,no,no,4,unknown,yes
44,admin.,divorced,tertiary,558,yes,no,2,unknown,yes
34,blue-collar,married,primary,1666,yes,no,1,unknown,no
86,retired,married,primary,5236,no,no,2,unknown,yes
26,management,single,tertiary,7628,no,no,1,unknown,no
45,technician,married,secondary,1348,no,yes,2,unknown,yes
60,blue-collar,married,primary,7929,no,no,1,unknown,yes
53,blue-collar,married,secondary,3079,no,no,1,unknown,no
53,admin.,married,secondary,459,no,no,1,unknown,yes
54,technician,single,tertiary,118,no,no,1,unknown,yes
34,blue-collar,married,secondary,800,no,no,1,unknown,yes
19,student,single,secondary,394,no,no,3,unknown,yes
39,management,divorced,tertiary,224,no,no,1,unknown,yes
53,technician,married,tertiary,9001,no,no,1,unknown,yes
50,blue-collar,married,primary,82,no,no,1,unknown,yes
55,management,married,tertiary,3848,yes,no,2,unknown,yes
46,entrepreneur,married,tertiary,9,no,no,6,unknown,no
78,retired,divorced,primary,1389,no,no,1,unknown,yes
43,technician,divorced,unknown,4389,no,no,1,unknown,yes
36,management,single,tertiary,579,no,no,1,unknown,yes
36,technician,single,secondary,12264,no,no,2,unknown,yes
29,technician,single,tertiary,218,yes,no,1,unknown,no
29,student,married,tertiary,10596,yes,no,1,unknown,no
25,student,single,tertiary,293,no,no,1,unknown,no
33,technician,married,secondary,5083,no,no,1,unknown,no
35,technician,married,secondary,2201,no,no,1,unknown,yes
29,admin.,single,secondary,1992,no,no,2,unknown,no
31,admin.,married,secondary,1229,no,no,1,unknown,yes
56,technician,married,secondary,147,no,no,1,unknown,no
25,unemployed,single,primary,129,no,no,3,unknown,yes
30,management,single,tertiary,3779,no,no,1,unknown,yes
45,blue-collar,single,primary,116,no,no,1,unknown,yes
25,blue-collar,single,primary,4599,no,no,6,unknown,no
36,management,single,unknown,62,no,no,2,unknown,yes
38,technician,married,secondary,497,no,no,1,unknown,yes
26,technician,single,tertiary,1066,no,no,1,unknown,yes
30,management,single,tertiary,232,no,no,1,unknown,yes
39,technician,married,secondary,603,no,yes,1,unknown,yes
35,management,divorced,tertiary,649,no,no,1,unknown,no
22,management,single,tertiary,104,no,yes,3,unknown,yes
21,student,single,secondary,546,no,no,1,unknown,no
34,management,married,tertiary,589,no,no,2,unknown,yes
34,technician,single,secondary,1313,no,no,4,unknown,no
27,services,single,secondary,453,no,no,2,unknown,yes
57,management,married,tertiary,2845,yes,no,5,unknown,yes
60,entrepreneur,married,primary,2408,no,no,4,unknown,no
24,admin.,single,secondary,1295,no,no,1,unknown,yes
42,housemaid,divorced,primary,273,no,no,1,unknown,no
29,blue-collar,single,tertiary,455,no,no,1,unknown,yes
25,student,single,unknown,722,no,no,2,unknown,yes
31,housemaid,single,primary,26965,no,no,2,unknown,yes
58,entrepreneur,married,secondary,496,no,no,1,unknown,yes
