pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem,satis_1,satis_2,satis_3,satis
11580001,115800,1,1,1,7,1,2,1,80,3,2,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,2,2,3,3,3,2,2,2,26,5,5,5,5
11580002,115800,2,1,1,7,1,2,2,77,2,2,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,3,2,2,3,3,3,2,2,3,3,25,5,5,5,5
11590001,115900,1,1,1,7,1,2,1,70,5,2,8,1,3,1,2, ,0,1,5,6,6,9,5,4,4,1,3.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.92,3,3,3,3,2,3,3,3,2,2,28,5,5,5,5
11590002,115900,2,1,1,7,1,2,2,69,5,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,1,3.476190476,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4.76,3,3,3,2,3,3,3,3,2,2,26,5,5,5,5
11620001,116200,1,1,1,7,1,3,1,67,4,2,4,2, ,1,1,7,3,1,6,6,9,9,4,4,1,1,2.5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.095238095,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4.8,3,3,2,2,3,3,2,2,2,2,27,4,4,4,4
11620002,116200,2,1,1,7,1,3,2,64,3,2,1,2, ,1,1,2,8,1,6,6,9,9,4,4,1,1,2.5,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,2,2,3,3,2,2,3.095238095,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,1,1,1,4.28,3,3,2,2,2,2,3,3,1,2,28,5,5,5,5
11620004,116200,4,1,1,7,1,3,1,31,5,1,8,1,1,2,1,1,9,1,5,5,5,6,5,5,5,4,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,3,3,3,3,2,2,27,4,4,4,4
11630001,116300,1,1,1,7,1,1,2,67,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,3,3,2,2,4,3,3,3,2,2,4,4,3,3,3,2,2,4,3,3,3,2,4,3,3,2.92,4,4,3,4,1,3,4,3,1,1,35,4,5,5,4.666666667
11640001,116400,1,1,1,7,1,1,2,78,2,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1.380952381,3,4,3,3,4,3,2,3,4,4,3,3,2,2,4,3,3,2,2,2,2,3,3,2,3,2.88,3,4,1,3,2,3,4,2,1,1,35,5,4,4,4.333333333
11660001,116600,1,1,1,7,1,3,1,39,5,2,7,1,1,1,1,1,9,1,1,5,2,1,9,5,8,9,7.75,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,3,4,4,4,4,4,4.380952381,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,3,4,4,3,4,4,4,3,4,4.28,3,4,1,3,1,4,4,3,1,1,36,5,5,4,4.666666667
11660002,116600,2,1,1,7,1,3,2,41,5,2,1,2, ,2,1,1,9,1,1,6,5,1,9,4,5,9,6.75,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,4,4,3,3,3,3,3.142857143,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,3,3,4.04,3,4,1,3,1,4,3,1,1,1,37,5,5,5,5
11670001,116700,1,1,1,7,1,1,1,65,4,1,5,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,2,2,2,3,2,2,1,1,2,2,3,3,4,3,3,2,3,3,2,2,2,2.333333333,5,5,5,5,5,3,4,4,4,3,3,3,4,4,4,3,3,3,2,3,3,4,4,3,3,3.68,3,3,1,4,2,4,4,3,2,1,34,5,5,4,4.666666667
11680002,116800,2,1,1,7,1,1,2,89,2,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,3,1,4,3,3,1,1,36,5,5,5,5
11690002,116900,2,1,1,7,1,3,2,55,4,2,6,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,3,5,4,5,4,3,2,2,4,4,5,5,4,4,5,3,4,3,4,3.761904762,5,5,5,5,5,5,5,5,5,3,2,2,3,5,4,5,4,4,3,4,3,4,4,3,2,4,3,3,1,2,1,3,2,2,1,2,31,5,4,4,4.333333333
11700001,117000,1,1,1,7,1,2,1,66,3,2,5,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8,4,4,1,3,1,4,4,3,2,1,36,5,5,4,4.666666667
11700002,117000,2,1,1,7,1,2,2,62,3,2,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1.571428571,3,3,4,4,4,4,2,1,4,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,2.04,3,4,1,4,2,4,4,3,1,1,36,4,4,5,4.333333333
11710001,117100,1,1,1,7,1,2,1,63,4,2,7,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,2,2,3,2,2,4,3,3,2,2,2,1,2,2,1,1,2,1,2,2,3,2.095238095,4,4,5,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2.04,3,4,1,3,1,4,3,4,2,1,33,5,5,6,5.333333333
11710002,117100,2,1,1,7,1,2,2,57,4,2,1,2, ,1,1,1,9,1,1,4,5,2,9,6,5,8,7,2,2,3,2,4,5,1,3,3,4,2,2,5,4,4,4,3,2,1,1,2,2.80952381,5,5,5,5,5,5,2,4,5,3,4,4,2,2,1,1,1,1,3,3,4,4,3,3,3,3.32,3,4,1,3,1,4,4,3,1,1,36,4,5,5,4.666666667
11720001,117200,1,1,1,7,1,3,1,44,5,2,7,1,1,1,1,1,9,1,1,3,5,1,9,7,5,9,7.5,3,3,2,2,4,3,3,2,3,3,4,3,3,2,2,3,3,4,4,3,3,2.952380952,4,4,4,3,3,5,5,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,3.64,3,4,1,3,1,3,4,3,2,1,34,5,5,6,5.333333333
11760001,117600,1,1,1,8,1,3,1,55,5,2,9,1,3,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.96,3,3,1,3,2,3,3,3,1,1,32,5,5,5,5
11760002,117600,2,1,1,8,1,3,2,55,4,2,5,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,3,3,3,5,3,3,5,5,5,5,2,3,2,3,2,3.904761905,5,5,5,5,5,5,5,5,5,3,3,4,2,2,3,3,3,3,4,4,1,1,1,1,1,3.36,2,2,1,2,3,2,1,3,2,2,23,4,4,4,4
11760003,117600,3,1,1,8,1,3,1,22,5,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.96,2,2,2,3,3,3,2,4,1,1,26,4,6,5,5
11760004,117600,4,1,1,8,1,3,2,17,4,1,1,2, ,2,1,1,9,1,1,5,7,3,9,5,3,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.96,2,2,2,3,3,3,2,4,1,2,25,4,6,6,5.333333333
11800001,118000,1,1,1,8,1,1,2,53,6,1,3,1,1,2,1,2,8,1,1,9,8,8,9,1,2,2,3.5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5,5,5,5,5,4,4,4.666666667,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,4.76,3,3,1,3,1,3,3,2,1,1,34,5,4,4,4.333333333
11810001,118100,1,1,1,8,1,2,2,63,4,4,1,2, ,1,2, ,0,1,2,2,2,2,8,8,8,8,8,3,3,3,3,2,3,3,3,3,3,1,1,4,4,4,4,3,1,1,1,1,2.571428571,5,5,5,5,5,5,4,3,3,3,4,4,1,1,3,3,3,3,4,2,3,3,1,4,3,3.4,2,2,2,2,2,3,2,3,2,2,25,3,4,3,3.333333333
11810002,118100,2,1,1,8,1,2,2,28,5,1,6,1,1,1,1,5,5,1,1,9,9,4,9,1,1,6,4.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,2,3,2,2,2,2,26,5,4,4,4.333333333
11910001,119100,1,1,1,8,1,3,1,53,5,2,15,1,1,1,1,2,8,1,2,6,9,9,8,4,1,1,3.5,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4.714285714,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4.76,3,2,2,3,2,2,2,2,2,2,27,5,5,5,5
11910002,119100,2,1,1,8,1,3,2,49,5,2,2,1,1,1,1,1,9,1,5,7,7,7,5,3,3,3,3.5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,3,1,1,3,4.285714286,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,4,3,2,3,3,4.44,3,2,1,3,2,3,2,3,1,1,30,5,5,5,5
11910003,119100,3,0,1,8,1,3,1,22,5,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,2,2,2,2,2,2,2,27,4,4,4,4
11910004,119100,4,1,1,8,1,3,1,19,5,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,3,4,4,3,3,1,33,7,7,7,7
11920001,119200,1,1,1,8,1,3,1,48,5,2,12,1,2,2,1,3,7,1,6,6,8,6,4,4,2,4,3.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,4,4,1,4,1,4,4,4,1,1,37,6,6,6,6
11920002,119200,2,1,1,8,1,3,2,47,6,2,10,1,1,2,1,1,9,1,2,5,7,2,8,5,3,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,2,4,3,2,1,1,37,6,5,6,5.666666667
11920004,119200,4,1,1,8,1,3,2,13,3,1,1,2, ,2,1,2,8,1,1,1,2,1,9,9,8,9,8.75,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,3,2,2,2,2,2,27,3,4,5,4
12040001,120400,1,1,1,7,1,3,1,59,4,2,11,1,1,2,1,6,4,1,6,9,9,9,4,1,1,1,1.75,4,4,4,4,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4.84,3,2,2,2,3,3,3,3,2,1,27,4,4,5,4.333333333
12040002,120400,2,1,1,7,1,3,2,55,3,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,3,5,5,5,5,5,4,2,2,2,4,4,4,4,4,1,2,1,1,3.285714286,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,5,1,5,4,1,1,1,4,3,3,1,2,2,3,3,3,2,2,29,4,4,4,4
12040003,120400,3,1,1,7,1,3,1,26,5,1,1,2, ,2,1,1,9,1,4,5,9,9,6,5,1,1,3.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,3,3,3,3,1,2,28,5,5,5,5
12050001,120500,1,1,1,7,1,2,1,67,4,2,5,1,3,2,1,1,9,1,6,6,9,9,4,4,1,1,2.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.96,2,2,2,2,2,3,3,2,2,2,27,4,4,4,4
12050002,120500,2,1,1,7,1,2,2,56,3,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,3,3,4,4,4,3,2,2,1,4,4,2,2,2,2,2,1,1,2.714285714,5,5,5,5,5,5,5,5,5,3,3,4,4,4,3,3,2,2,5,1,5,1,1,1,1,3.52,2,2,2,2,3,3,2,2,2,2,25,3,3,3,3
12070001,120700,1,1,1,7,1,2,1,80,3,2,6,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6,2,3,2,2,2,2,3,3,2,2,26,4,4,4,4
12070002,120700,2,1,1,7,1,2,2,72,2,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6,2,3,3,2,2,2,3,3,2,2,25,4,4,4,4
12100001,121000,1,1,1,7,1,3,1,80,4,2,3,2, ,2,1,2,8,1,6,6,9,9,4,4,1,1,2.5,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,2,2,2,3.142857143,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,4,4,4,5,5,5,5,1,1,1,4,3,2,2,2,3,3,3,3,2,2,26,5,5,5,5
12100002,121000,2,1,1,7,1,3,2,72,4,2,2,2, ,1,1,2,8,1,4,5,5,6,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4.52,2,2,1,2,2,3,3,3,1,1,29,5,5,5,5
12100003,121000,3,1,1,7,1,3,1,48,4,1,7,1,1,2,1,4,6,1,5,6,9,9,5,4,1,1,2.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,2,3,3,3,3,2,3,25,3,3,3,3
12110001,121100,1,1,1,7,1,3,2,60,5,2,5,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,4,3,3,4,4,3.428571429,5,5,5,5,5,3,4,4,4,3,4,3,3,4,3,3,1,1,3,3,4,3,4,4,4,3.6,3,2,3,3,2,3,2,3,1,1,28,5,6,5,5.333333333
12110002,121100,2,1,1,7,1,3,1,63,4,2,8,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,3,3,4,4,5,5,4,3,2,3,3,4,5,5,5,5,4,3,4,3,3,3.80952381,5,5,5,5,5,5,4,5,5,3,2,2,2,2,4,4,2,3,3,4,3,4,3,4,3,3.68,3,3,2,3,3,2,3,3,2,3,26,5,4,5,4.666666667
12110003,121100,3,1,1,7,1,3,1,37,5,1,6,1,2,2,1,1,9,2, , , , ,0,0,0,0,0,4,4,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,4,3,3,3.571428571,5,5,5,5,5,3,4,3,5,3,3,3,4,4,3,3,3,3,4,3,4,3,3,4,3,3.72,3,3,1,3,2,4,3,2,1,1,34,5,4,5,4.666666667
12110004,121100,4,1,1,7,1,3,1,27,5,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,3,5,5,5,4,4,5,4,4,4,4,4,3,4,3,4.333333333,5,5,5,5,5,4,4,5,5,4,4,4,3,3,4,4,4,4,4,3,3,4,3,3,3,4,3,3,2,4,2,3,2,2,1,1,32,5,6,5,5.333333333
12140001,121400,1,1,1,7,1,2,1,64,2,4,3,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,2,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1,2.24,2,2,3,2,2,2,1,2,1,1,25,3,3,4,3.333333333
12160001,121600,1,1,1,7,1,3,1,57,4,2,8,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,2,4,3,3,3,4,3,3,4,3,2,3,1,1,1,1,2,2,2,2,2,2.428571429,5,5,5,5,5,5,4,3,5,4,3,3,3,4,1,1,1,1,3,3,2,3,3,2,2,3.24,3,3,1,3,2,3,3,2,1,1,33,4,5,4,4.333333333
12160002,121600,2,1,1,7,1,3,2,51,5,2,5,1,3,2,1,1,9,2, , , , ,0,0,0,0,0,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,2,2,3,2,2,3,5,5,5,5,5,5,3,4,5,3,3,3,3,3,4,4,3,3,3,3,2,2,2,2,2,3.48,3,3,2,3,3,2,3,3,2,3,26,4,5,4,4.333333333
12170001,121700,1,1,1,7,1,3,1,50,5,2,5,1,2,2,1,2,8,2, , , , ,0,0,0,0,0,3,3,4,3,4,4,2,2,2,2,2,2,4,4,4,3,2,2,1,1,1,2.619047619,5,5,5,5,5,4,4,3,5,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,1,3,2,3,3,3,1,1,32,5,4,5,4.666666667
12170002,121700,2,1,1,7,1,3,2,54,5,2,1,2, ,2,1,2,8,2, , , , ,0,0,0,0,0,2,2,3,3,2,5,3,2,2,2,2,3,3,3,3,3,2,2,1,1,1,2.380952381,5,5,5,5,5,3,4,4,5,4,3,3,3,4,3,1,1,1,3,2,3,3,2,2,2,3.24,3,3,1,3,3,3,3,2,1,1,32,4,3,4,3.666666667
12180001,121800,1,1,1,7,1,3,1,53,5,2,9,1,1,2,1,6,4,2, , , , ,0,0,0,0,0,3,2,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2.571428571,5,5,5,5,5,3,4,3,3,4,3,3,2,3,3,3,4,3,3,3,4,3,2,2,2,3.4,3,3,1,3,3,2,2,3,1,1,29,4,5,4,4.333333333
12180002,121800,2,1,1,7,1,3,2,52,4,2,6,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,2,3,3,2,3,3,3,3,2,2,3,3,2,2,2,2,3,3,2,2,2,2.476190476,5,5,5,5,5,3,4,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3.2,3,2,2,3,2,3,2,3,1,2,28,4,5,4,4.333333333
12200001,122000,1,1,1,7,1,2,2,62,4,4,5,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2.571428571,5,5,5,5,5,3,4,3,3,4,4,3,3,4,4,3,3,2,3,4,3,2,2,2,2,3.44,3,3,1,3,2,3,3,2,1,1,33,4,3,4,3.666666667
12220001,122200,1,1,1,7,1,1,1,55,4,1,7,1,1,2,1,7,3,2, , , , ,0,0,0,0,0,2,2,4,3,2,4,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1.952380952,5,5,5,5,5,2,2,3,4,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2.56,3,3,2,3,3,3,2,2,1,1,30,3,4,4,3.666666667
12240001,122400,1,1,1,7,1,2,1,66,3,2,5,1,3,2,1,2,8,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.56,2,2,2,3,3,2,2,2,1,1,27,3,4,4,3.666666667
12260001,122600,1,1,1,7,1,1,2,37,4,1,8,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,2,2,2,4,4,4,2,3,4,4,3,2,3,3,3,3,2,2,2,2,2,2.761904762,5,5,5,5,5,5,4,4,5,2,4,4,3,3,4,4,4,4,3,3,3,4,2,2,2,3.76,3,3,2,3,2,3,3,3,1,1,31,4,4,5,4.333333333
12270001,122700,1,1,1,7,1,1,1,39,4,1,7,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,2,2,2,4,4,5,2,3,4,2,3,2,3,3,2,2,2,2,2,2,2,2.619047619,5,5,5,5,5,3,4,4,5,3,3,3,3,3,2,2,2,2,3,2,3,4,2,2,2,3.28,3,3,2,3,2,3,3,3,2,1,30,4,5,5,4.666666667
12280001,122800,1,1,1,7,1,1,2,40,4,1,6,1,1,2,1,3,7,1,5,7,9,5,5,3,1,5,3.5,2,2,2,4,4,5,3,3,4,4,3,2,4,4,4,4,2,3,2,2,2,3.095238095,5,5,5,5,5,3,4,4,5,3,4,4,4,3,4,3,3,3,3,1,3,4,3,2,2,3.6,3,3,2,3,3,3,3,3,2,2,28,4,5,5,4.666666667
12290002,122900,2,1,1,7,1,3,2,39,5,2,1,2, ,1,1,4,6,1,1,3,1,1,9,7,9,9,8.5,3,3,3,4,4,4,4,3,5,4,4,3,5,5,5,5,4,4,4,3,3,3.904761905,4,5,5,5,5,5,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,3,4,4,4.36,3,4,1,3,1,4,3,2,1,1,36,6,7,6,6.333333333
12310001,123100,1,1,1,7,1,3,1,77,2,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,4,2,3,25,4,4,3,3.666666667
12310002,123100,2,1,1,7,1,3,2,73,3,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.68,2,2,1,1,2,2,2,1,1,1,28,4,5,4,4.333333333
12320001,123200,1,1,1,7,1,3,1,47,5,2,9,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,3,2,5,5,5,5,1,5,5,5,5,4,5,5,5,5,3,5,5,4,2,4.238095238,5,5,5,5,5,5,5,5,5,2,5,5,3,3,5,5,2,2,5,4,5,3,3,3,3,4.12,3,3,1,4,3,4,3,3,1,1,33,5,6,5,5.333333333
12320002,123200,2,1,1,7,1,3,2,43,5,2,1,2, ,1,1,1,9,1,4,5,6,6,6,5,4,4,4.75,2,1,5,5,5,5,1,3,5,5,3,3,5,5,5,5,3,3,3,1,1,3.523809524,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,5,5,3,5,1,1,1,1,4.04,3,3,2,2,3,3,3,3,1,1,29,5,5,5,5
12330001,123300,1,1,1,7,1,3,1,63,4,2,6,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,5,5,5,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.32,3,3,2,3,2,2,2,3,3,2,26,4,4,4,4
12340001,123400,1,1,1,7,1,3,1,62,4,2,6,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,2,2,2,4,3,4,4,2,2,3,2,3,5,4,4,3,4,2,4,3,3,3.095238095,5,5,5,5,5,4,3,5,4,4,3,3,2,3,4,3,4,2,3,2,2,3,3,2,2,3.44,2,2,2,3,2,1,2,2,1,2,26,4,4,3,3.666666667
12340002,123400,2,1,1,7,1,3,2,62,4,2,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1.476190476,5,5,5,5,4,2,3,3,4,2,2,1,2,2,2,2,2,1,3,2,4,3,4,2,2,2.88,3,3,1,2,1,2,3,3,1,2,30,5,6,5,5.333333333
12340003,123400,3,1,1,7,1,3,1,38,5,1,6,1,1,2,1,2,8,1,4,7,8,7,6,3,2,3,3.5,5,5,4,5,5,5,4,4,5,5,5,4,5,5,4,4,4,5,4,5,5,4.619047619,5,5,5,5,5,5,4,5,5,5,4,4,3,5,4,4,4,4,4,5,4,5,5,3,3,4.4,2,2,1,1,1,2,2,1,1,2,28,4,6,6,5.333333333
