면적,층수,연수,구,가격
59.98,6,20,강북구,5.95
59.97,18,20,강동구,9.2
84.93,5,18,성동구,9
65.63,7,20,영등포,4.6
59.94,12,22,중구,9.25
84.9703,4,5,송파구,10.9
84.146,26,5,강동구,11
58.68,14,24,강동구,7.9
84.88,6,5,강북구,8.4
59.6483,14,2,은평구,5.53
84.63,1,30,동대문,7.12
114.92,9,25,중구,13.2
84.97,3,4,강동구,14.4
84.977,13,5,양천구,17.5
59.8404,14,4,서대문,11.5
105.5,5,17,강남구,22.5
48.98,18,6,동대문,8.25
59.97,21,20,강동구,9
132.96,5,26,성북구,8.5
59.82,10,27,광진구,10.6
85,11,18,성북구,7.2
84.9915,14,16,구로구,6.2
59.94,14,26,광진구,9.8
84.98,19,9,서대문,12.91
41.3,14,36,노원구,3.85
29.35,5,1,중랑구,2.7726
84.87,2,21,동대문,8.09
60,14,26,도봉구,3.45
84.97,2,20,금천구,5.57
46.64,3,21,종로구,3.8
84.9014,4,4,노원구,11.2
84.97,2,7,강동구,12.15
29.35,3,1,중랑구,2.7445
59.59,6,8,성동구,11.25
59.98,1,16,강서구,7.2
59.95,6,26,노원구,4.5
84.91,15,12,동작구,14.5
84.94,24,5,강남구,25.2
84.8624,12,8,동작구,12.9
67.21,5,47,동대문,5.99
114.88,18,13,동대문,7.5
84.9,8,29,노원구,9.97
18.63,8,10,광진구,1.6
133.65,9,38,강동구,15.5
84.79,6,20,마포구,10.8
59.98,7,5,동대문,10
83.06,20,36,송파구,19.2
36.2415,6,2,은평구,5
134.8836,11,20,강서구,11.85
84.59,7,13,은평구,8.25
84.987,7,2,마포구,15.95
59.99,15,9,강서구,9.75
59.97,12,12,서대문,9.59
71.89,3,36,도봉구,6.75
84.98,11,20,송파구,14
59.98,11,20,강북구,6.1
162.5,22,28,동작구,13.7
58.01,3,36,노원구,6.6
49.21,28,6,송파구,12.75
25.06,3,11,서대문,2.1
39.98,8,23,동대문,4.62
59.99,6,24,동대문,6.18
59.96,24,16,송파구,19.3
59.7479,4,5,강남구,20.5
84.93,6,17,강동구,9.7
69.5135,10,8,중구,13.3
84.81,16,22,동대문,5.5
45.77,13,25,성북구,4.68
58.9,3,28,관악구,4.5
74.97,8,12,서초구,12.3
71.58,10,12,송파구,13.1
59.88,6,27,양천구,11.45
74.93,29,7,서초구,22.2
84.79,18,19,관악구,9.63
59.69,3,23,용산구,8.1
59.98,17,10,관악구,7.65
59.581,2,26,도봉구,3.75
59.79,4,25,강동구,6.89
59.94,8,8,성동구,10.95
84.77,1,28,노원구,9.7
51.77,11,11,송파구,8.8
59.58,5,26,성북구,5.05
51.91,6,7,성동구,8.95
54.74,5,20,노원구,4.47
167.73,19,21,송파구,16.8
84.9,6,24,마포구,12.9
59.993,13,14,서초구,22.95
59.67,12,23,동작구,7.5
59.79,6,30,성북구,4.75
84.53,13,17,강서구,9.38
136.38,8,39,서초구,22.5
84.92,7,5,서초구,25.85
59.86,15,29,도봉구,5.5
84.84,5,16,성북구,8
59.94,11,26,마포구,8.5
59.9796,9,10,마포구,13.6
60,15,32,강남구,14
136.325,10,36,송파구,20.7
59.64,19,16,송파구,15.2
59.971,17,15,서초구,23.45
84.79,3,17,관악구,6.75
84.01,9,14,구로구,7.2
41.3,7,36,노원구,4.2
84.94,26,4,성북구,9.97
59.85,14,21,관악구,6.62
84.692,5,21,마포구,17.3
59.785,1,5,강동구,10.9
70.94,3,24,영등포,8.15
14.75,8,3,중랑구,2.6
59.98,20,24,영등포,8.4
49.2,7,32,강남구,10.95
127.61,6,20,서초구,21.5
43.2,16,25,송파구,6.9
84.94,21,4,서초구,26.1
114.7,4,16,관악구,7.5
115.35,14,31,노원구,11
84.51,2,20,노원구,3.75
84.9342,18,8,송파구,14.98
84.78,3,22,중구,7
98.08,3,39,양천구,19.7
69.17,1,36,강동구,7.17
59.79,15,8,강서구,10
84.96,12,20,동작구,12.3
49.77,7,28,도봉구,3.5
84.95,9,17,송파구,22.5
70.68,3,5,동작구,5.1
84.915,4,23,구로구,7.3
158.705,10,36,송파구,22.8
84.71,17,20,강북구,6.95
84.98,7,4,서대문,8.45
84.97,23,4,강동구,14.3
59.64,13,22,강동구,8.7
84.82,8,31,서초구,15.9
49.94,5,36,노원구,4.75
59.89,17,25,동작구,7.05
114.88,9,22,중구,13
84.9984,16,18,강남구,26.8
84.82,13,17,강서구,10.1
84.77,3,27,노원구,5.8
84.75,18,20,관악구,8.43
84.98,13,13,강동구,13.5
78.7,2,7,강남구,9.65
84.83,3,24,동대문,7.27
84.7,7,32,강서구,8
59.89,18,15,서초구,24.9
59.97,15,20,마포구,12.6
151.508,1,40,송파구,16.9
84.39,13,28,송파구,11.95
84.91,9,38,강동구,11.9
59.99,11,7,성동구,10.98
84.417,16,20,성동구,10
47.7,2,52,서대문,4.1
107.05,4,29,중랑구,8.45
59.84,6,20,동대문,6.18
134.87,3,14,은평구,9.9
136.325,2,36,송파구,18.9
84.96,12,37,서초구,23.8
128.01,6,41,강남구,29
114.6534,6,22,동작구,7.7
59.993,14,14,서초구,22.7
59.98,9,20,강북구,5.98
59.949,2,5,성동구,12.6
59.95,20,21,성북구,5.95
39.6,11,31,강남구,9.1
84.705,13,36,송파구,15.9
59.99,20,24,동대문,6.3
80.01,11,19,구로구,4.4
59.95,11,13,동대문,7
59.11,34,5,강동구,12.1
84.93,15,28,성동구,10
84.972,24,7,중구,16
84.8282,4,5,강동구,5.7399
59.4,18,24,노원구,4.9
44.33,10,36,노원구,3.9
71.37,9,37,양천구,15.05
84.79,2,32,노원구,9.775
59.0362,19,6,서대문,6.35
84.9,3,32,구로구,7.2
43.2,12,25,송파구,7
63.33,2,26,구로구,5.75
56.19,1,18,구로구,4.85
59.9958,16,15,서초구,17.07
12,7,2,성북구,1.93
81.05,3,17,동대문,8
84.705,9,21,강북구,5.8
59.99,5,17,성동구,12
134.914,3,24,노원구,10.25
114.99,8,23,구로구,9.5
59.785,12,5,강동구,11.3
84.741,20,22,구로구,7.02
66.83,26,20,강남구,9.5
84.48,21,2,성북구,10.3
84.17,13,27,은평구,5.9
49.94,3,34,도봉구,4.95
15.97,16,10,중구,1.67
126.28,4,29,중랑구,10.65
73.133,7,22,영등포,9.73
76.79,4,44,강남구,19.9
84.99,22,6,송파구,19.7
59.88,8,17,송파구,16.5
59.855,4,21,성북구,6.1
101.97,9,14,은평구,10.5
84.98,5,18,성북구,6.92
44.94,9,32,노원구,3
84.9791,14,7,중구,15.6
59.97,10,5,영등포,10.25
84.84,11,29,양천구,8.7
58.65,15,32,강서구,7.5
14.495,19,11,강동구,1.1
39.96,12,27,은평구,2.47
158.705,7,36,송파구,22.35
64.4,10,38,영등포,8.95
83.04,2,32,은평구,4.13
59.92,2,24,관악구,7.35
84.91,7,5,강동구,13.6
59.91,16,27,강서구,6
102.15,9,46,동대문,10.4
102.7,6,29,중랑구,9.3
23.4,7,5,강동구,2.25
59.9286,15,3,마포구,15.4
66,5,39,양천구,14
58.14,8,29,강서구,7.3
84.8282,3,5,강동구,5.7399
59.96,14,8,강동구,12.4
76.5,3,46,송파구,23.48
49.63,10,2,성북구,6.175
49.77,1,26,강서구,5.38
59.58,20,20,관악구,6.85
84.951,7,20,도봉구,5.85
124.73,5,46,동대문,11
37.67,14,29,강서구,5.33
85,7,27,송파구,11.25
84.59,4,13,은평구,7.6
41.3,10,33,도봉구,4.2
84.923,21,5,강동구,12.7
112.874,13,19,동대문,11
84.76,9,27,양천구,14.47
63.18,4,38,성동구,9.65
84.971,18,9,서대문,12.91
84.049,11,17,성북구,10.5
84.92,9,20,은평구,5.95
84.84,12,11,서초구,14.9
59.98,3,20,강북구,5.39
59.38,9,25,강서구,7.4
59.98,4,19,강서구,9.5
51.03,1,30,강서구,4.75
84.937,10,22,도봉구,7.59
84.9883,11,21,동작구,9.75
59.996,10,3,노원구,7.2
170.32,7,39,송파구,19.7
84.9644,6,4,서대문,11
84.49,10,26,구로구,6.9
128.57,8,37,동대문,8.9
59.4,9,22,강동구,7.9
84.94,13,28,강동구,9.45
28.22,11,20,용산구,3.7
84.86,9,32,도봉구,5.5
84.92,3,39,강남구,21
131.06,4,36,동작구,19.3
59.98,21,20,강북구,5.6
59.22,5,38,노원구,7
54.02,3,50,서대문,5.1
59.94,3,22,노원구,6.7
84.87,2,26,성북구,6.9
84.79,19,16,송파구,19.6
84.95,9,3,영등포,12.1
84.97,7,16,송파구,19.5
13.642,7,10,서대문,1.5
78.88,4,49,서대문,2.3
84.99,16,24,금천구,5.85
53.82,3,37,양천구,12.25
59.92,8,3,강남구,19.4
50.77,15,21,서초구,4.95
59.97,13,26,성북구,6.6
33.18,13,32,강남구,10.3
84.93,17,25,강서구,8.7
84.994,3,20,구로구,7.3
51.89,9,11,서초구,8.75
14.23,7,7,광진구,1.63
35.28,7,36,노원구,4
114.73,11,19,성북구,9.55
36.66,11,21,서초구,3.88
71.2,2,45,송파구,15.95
59.9818,13,3,동작구,11.45
115.35,14,31,노원구,12.7
122.31,3,38,양천구,24.6
84.98,10,16,강동구,12.85
114.92,12,24,노원구,8.8
59.91,15,5,동대문,9.92
59.58,2,34,영등포,6.5
84.97,6,35,노원구,8
61.52,7,36,도봉구,6.7
55.49,2,2,강북구,4.435
146.1,9,15,양천구,25.1
12.39,5,11,은평구,1.17
59.7848,17,3,마포구,14.85
59.9,12,25,강동구,5.75
59.91,4,22,구로구,4.97
49.8,7,27,송파구,6.8
84.88,13,28,광진구,13.95
114.84,13,24,금천구,5.35
45.55,8,36,노원구,5.4
58.05,5,27,양천구,9.75
59.98,14,21,성동구,9.8
59.4364,16,20,중랑구,6.5
51.48,9,38,노원구,6.78
89.09,12,48,용산구,13.1
84.96,10,27,서대문,6.1
84.847,5,11,동작구,12.3
118.2086,3,12,동작구,14.6
59.91,9,27,중랑구,4.74
84.9,12,29,노원구,10.5
132.96,14,26,성북구,8.9
114.84,1,26,강서구,9.27
49.94,9,36,노원구,5
72.73,1,35,노원구,7.18
59.64,8,24,강동구,8.55
59.82,10,29,강서구,6.5
49.54,3,33,노원구,4.75
79.98,13,36,도봉구,5.25
53.06,9,41,강남구,19.9
114.48,13,29,구로구,6.5
59.94,19,8,성동구,12.9
84.96,3,23,금천구,4.25
30.2,13,20,송파구,2.5
59.76,13,27,성동구,11.95
76.1709,7,5,강남구,24.5
84.76,11,23,강남구,21.8
59.53,10,19,강남구,16.9
59.11,2,5,강동구,11.15
114.39,7,31,노원구,10.7
16.04,10,4,동대문,1.91
59.9825,5,7,강서구,9
94.61,34,9,강동구,9.9
12.62,9,10,영등포,1.57
99.93,10,5,강북구,10.85
83.99,18,22,강동구,9.5
84.97,20,20,금천구,5.2
59.5,22,10,성북구,8.1
49.95,12,25,양천구,6.4
84.86,15,13,양천구,8.14
121.04,10,40,송파구,10
58.14,13,29,강서구,6.7
59.99,11,6,은평구,7.82
84.99,23,16,송파구,20.95
84.98,4,4,영등포,16.1
84.87,7,36,양천구,16
84.97,8,10,구로구,8
114.588,14,10,마포구,21
84.31,12,5,동대문,9.3
34.29,7,19,마포구,2.95
59.91,4,25,양천구,4.05
130.93,12,39,송파구,19.7
53.91,6,8,은평구,3
11.8514,11,7,강동구,1.23
84.98,14,11,송파구,14.4
84.48,17,2,성북구,11.18
59.33,5,23,영등포,7.5
64.66,14,12,송파구,14.3
59.98,3,23,강서구,2.47
84.99,13,7,성북구,10.3
82.77,15,30,영등포,9.875
84.96,11,13,동대문,10.7
84.57,23,25,구로구,7.9
84.82,12,31,서초구,17.35
12.62,11,10,영등포,1.58
115.65,1,31,노원구,10
35.3,9,36,중랑구,3.4
52.07,15,39,영등포,5.8
44.52,4,32,노원구,3.7
59.88,5,25,강동구,8.4
84.95,3,16,송파구,7.3
39.6,10,30,강서구,4.7
58.14,15,29,강서구,7
59.99,4,12,서초구,11.4
59.98,4,3,서초구,22.15
59.78,15,26,강동구,7.9
114.62,12,24,성동구,12.7
101.76,6,15,은평구,9.4
64.85,2,6,광진구,7.4
59.99,9,9,강서구,8.9
59.72,8,21,동작구,6.5
29.97,10,9,강서구,2.7
59.82,25,27,광진구,9.6
84.88,8,5,구로구,7.89
59.94,2,29,강동구,7.5
84.78,1,27,서대문,5.95
84.99,8,6,송파구,18.8
84.98,7,19,성북구,7.53
83.67,6,22,강동구,10.3
12.85,6,10,마포구,1.7
84.99,11,14,동대문,6.1
59.92,10,21,마포구,8.3
101.97,6,14,은평구,9.8
59.86,8,16,송파구,16.5
84.96,8,6,송파구,19.7
149.21,11,40,강남구,28.3
16.37,14,11,중구,1.35
59.95,15,28,광진구,9
84.08,9,25,중랑구,6.45
59.06,17,4,강동구,10
68.66,4,41,성동구,17.5
59.92,6,4,강남구,18.5
59.98,14,2,노원구,7.5
84.9206,15,4,서대문,10.5
84.96,19,8,성동구,12.5
59.76,4,26,마포구,7.9
50.37,10,26,중랑구,5.4
121.98,18,10,동대문,14.6
84.69,20,23,용산구,14
59.8,8,20,영등포,7.65
166.96,19,14,은평구,12.5
29.79,7,2,중구,3.4
83.42,4,19,마포구,12
59.31,7,37,영등포,6.55
15.2,4,10,광진구,1.28
84.93,9,3,은평구,10.8
72.49,15,35,노원구,7.05
99.6,13,6,송파구,20.45
84.81,12,30,중랑구,6.59
84.2,15,20,관악구,8.5
114.78,2,23,강북구,8
122.785,5,16,서초구,18.6
44.52,8,32,노원구,3.68
59.91,12,27,도봉구,3.6
59.97,8,26,강서구,7.28
84.83,2,10,구로구,8.3
74.23,3,20,양천구,4.5
84.69,13,27,송파구,13
83.22,2,19,강서구,4.8
36.69,14,19,구로구,2.25
84.97,4,30,도봉구,5
84.95,5,5,성북구,12.5
81.88,2,16,양천구,5.5
59.55,23,24,영등포,10.05
75.99,11,5,송파구,16.2
59.86,7,27,강남구,14.5
84.67,8,5,강북구,7.8
14.22,20,12,금천구,0.95
83.475,2,36,동작구,14.05
59.98,11,14,강동구,9.3
70.52,3,37,구로구,5.8
84.9958,16,20,강서구,9
84.97,15,31,강서구,9
84.858,14,16,종로구,12
114.03,1,25,동대문,7.5
74.31,6,20,서대문,3.6
59.49,5,36,양천구,6.1
59.81,3,7,성북구,8.65
84.9,16,16,송파구,20
82.45,13,45,송파구,20
59.751,23,5,마포구,14.28
59.91,1,5,동대문,8.54
84.94,3,22,강서구,6.8
84.9591,7,5,구로구,8.6
84.57,4,28,서대문,7.45
84.92,3,10,강서구,7.95
59.95,6,14,성북구,8.6
84.98,7,20,마포구,15.3
84.4623,24,8,금천구,9.7
59.97,15,3,은평구,9
83.22,1,19,강서구,4.7
59.97,15,3,은평구,9.25
59.96,11,3,은평구,7.9
59.97,13,27,동대문,6.2
73.92,4,42,강서구,6.5
79.47,4,36,서초구,22.8
49.92,9,27,관악구,4
59.052,22,5,강동구,11.7
76.1709,24,5,강남구,26.8
44.1,4,34,노원구,5
12.15,11,11,종로구,1.17
84.976,8,21,도봉구,7.2
59.6483,17,2,은평구,5.6
59.99,7,9,강서구,9.5
84.75,17,20,관악구,8.7
96.98,24,17,광진구,17.2
59.96,6,3,은평구,8.47
84.94,17,3,은평구,11.27
84.974,22,10,영등포,10.6
45.55,9,35,노원구,4
84.96,9,20,동작구,11
190.63,33,19,송파구,29.8
84.92,9,14,강동구,12.5
84.98,8,3,은평구,11
13.265,14,10,강동구,1.26
47.12,6,1,양천구,4.71
84.98,8,4,서대문,8.3
84.98,15,24,노원구,7.5
84.86,2,32,도봉구,4.9
84.9206,10,4,서대문,11.8
152.1,2,9,강서구,16.5
84.97,17,20,금천구,5.3
114.98,6,20,마포구,16.8
52.85,2,4,양천구,6.7
39.9,8,21,종로구,4.2
111.22,5,16,강동구,14.5
55.49,3,2,강북구,4.49
84.88,13,8,강서구,11.5
101.38,21,8,송파구,15.8
76.63,5,37,동대문,7.2
59.89,6,15,구로구,7.4
59.94,20,22,노원구,6.63
59.94,22,22,노원구,6.95
58.46,15,32,노원구,6.47
82.45,5,45,송파구,19.4
59.54,3,13,강북구,6.35
49.8,7,27,송파구,7.1
59.99,8,5,은평구,9
59.88,10,26,용산구,15
59.98,13,19,강서구,10.7
46.95,5,21,서초구,10
76.79,7,45,강남구,21.9
83.7,1,41,강남구,23.95
59.92,1,27,송파구,10.3
114.99,11,19,관악구,8.9
84.98,14,31,도봉구,5.5
92.32,3,21,은평구,6
59.98,1,19,성북구,5.9
84.75,19,32,영등포,7.8
59.96,10,25,서대문,6.5
59.88,7,25,노원구,5.58
138.64,9,19,관악구,10.65
84.73,13,22,동작구,10.98
82.51,13,46,송파구,29.46
148.94,22,16,영등포,27.7
84.97,17,22,중랑구,5
84.94,13,8,강동구,13.9
74.3069,4,3,강동구,8.687
44.66,6,21,송파구,4.4
14.86,10,6,도봉구,1.4
59.84,16,26,금천구,6.5
59.953,5,7,중랑구,7.975
84.88,5,17,성북구,9.1
39.53,7,32,강남구,12
114.94,8,24,성동구,13.4
45.77,5,36,송파구,7
84.87,9,25,노원구,9
84.943,18,5,강남구,28.2
59.96,11,4,마포구,14.4
84.97,13,35,노원구,7.9
76.51,9,32,노원구,8.7
59.91,16,26,서초구,16.16
26.78,4,12,동작구,1.97
84.82,4,18,송파구,20.8
84.99,6,9,강서구,11.98
59.96,12,16,송파구,18.9
140.54,9,26,영등포,10.5
59.94,2,22,노원구,6.2
59.93,9,26,서초구,13.45
59.8826,16,2,성북구,10
49.8,8,25,양천구,6.06
50.03,6,38,마포구,8.2
110.88,24,8,마포구,22.4
59.9902,10,11,서초구,18.3
72.1079,5,5,중구,10.7
84.98,7,3,영등포,13
114.88,3,29,노원구,7.1
84.94,4,35,노원구,7.1
84.78,10,25,서대문,5.55
155.586,2,18,양천구,24.4
84.99,4,29,마포구,10.5
81.05,18,17,동대문,9
84.959,6,21,양천구,5.5
59.996,11,3,노원구,7.79
129.45,11,31,강남구,20
84.64,2,19,성북구,8.7
13.9092,3,12,노원구,0.93
84.53,11,35,서초구,24.3
59.85,4,15,은평구,7.8
14.91,17,10,구로구,1.21
84.94,8,32,동대문,6.5
59.052,13,5,강동구,12.18
59.8404,13,4,서대문,11.2
50.08,2,2,강북구,4.305
59.97,15,12,서대문,9.2
81.24,3,21,강남구,10
142.68,9,42,용산구,26
59.9818,11,3,동작구,11.5
59.97,2,23,성동구,10.8
59.95,19,28,광진구,8.5
40.02,3,36,강서구,3.7
84.53,9,15,강동구,8.45
84.99,27,16,송파구,22
59.983,4,5,성동구,12.2
59.9,13,23,성동구,9.4
59.9932,9,14,은평구,6.75
132.1,3,46,서초구,26.8
49.94,3,33,도봉구,4.85
114.84,19,25,성북구,7.43
84.66,12,31,동작구,12.15
68.2097,8,6,도봉구,4.4
59.58,6,26,성북구,5
82.45,10,45,송파구,19.2
41.4,11,22,구로구,2.2
14.73,11,10,광진구,1.4
84.589,4,18,성북구,8.1
59.98,8,4,마포구,13.9
96.65,1,43,송파구,21.4
59.95,5,7,영등포,7.7
84.21,5,30,성동구,15.1
108.63,5,29,서대문,11
59.8545,21,4,은평구,7.98
82.2,11,31,관악구,7.4
84.908,24,25,구로구,11.2
84.993,4,5,양천구,13.55
50.67,9,36,양천구,5.58
59.96,4,25,영등포,5.97
48.96,1,36,도봉구,3.35
84.9529,20,5,강서구,12.3
12.42,4,9,동작구,1.42
84.82,2,14,성북구,8.9
84.99,3,10,동대문,10.7
84.88,6,23,동작구,9.89
101.38,23,8,송파구,16.5
16.93,15,11,강북구,1.73
59.88,1,26,용산구,14.56
49.94,3,36,노원구,4.9
59.785,14,5,강동구,11.8
84.69,22,27,송파구,11.4
84.7,10,17,성북구,8.1
53.46,5,39,서초구,15.4
84.97,8,7,강동구,12.6
84.79,4,6,서초구,30
84.83,17,24,동대문,7.75
83.87,11,22,노원구,5
84.86,1,26,성동구,10.4
84.87,7,4,중랑구,9.8
34.44,9,32,강서구,4.95
71.37,15,36,양천구,10.1
84.96,16,28,중랑구,7.25
84.64,8,19,성북구,8.95
39.78,9,35,노원구,3.95
51.48,10,38,노원구,6.35
77.74,1,31,강서구,5.5
59.92,2,15,성북구,7.95
59.94,12,31,관악구,4.59
84.71,17,24,성동구,12.45
35.24,16,16,송파구,9.3
58.98,1,28,마포구,5.29
59.25,11,20,마포구,9.8
51.48,8,36,양천구,11.1
84.53,6,17,강서구,8.7
35.1,8,35,도봉구,2.8
59.82,8,22,금천구,5.25
71.82,7,20,은평구,6.3
84.97,2,4,강동구,13.15
84.99,6,32,강북구,5.4
59.68,5,25,구로구,7.12
59.99,14,8,서초구,17.9
99,12,45,송파구,19.5
59.95,8,26,노원구,5.5
51.12,4,32,강남구,10.6
84.33,11,18,동작구,7.5
132.96,14,26,성북구,8.5
84.42,7,32,서대문,7
59.74,15,27,송파구,7.2
58.14,11,29,노원구,6.4
114.75,4,23,동작구,10.5
18.86,5,3,중구,2.76
111.3958,11,5,마포구,18.1
59.58,20,26,성북구,5.3
84.64,7,19,성북구,8.7
138.68,13,18,광진구,20
79.248,13,20,성북구,6.6
15.36,3,12,동작구,1.1
84.91,6,23,광진구,10.45
59.968,28,6,금천구,8.1
59.99,14,19,성북구,6.95
147.7221,11,11,서초구,25.8
84.51,10,14,은평구,9.3
84.22,9,4,관악구,3.3139
70.23,1,18,구로구,5.05
41.85,4,30,강서구,4.98
16.92,16,12,구로구,1.2
84.98,22,16,성북구,6.69
59.99,9,16,강동구,10.97
59.99,8,14,은평구,7.3
51.77,3,11,송파구,8.55
59.82,16,26,은평구,6.2
41.85,2,30,강서구,4.7
42.7,3,4,관악구,1.8584
58.01,15,35,노원구,4.6
41.3,9,34,도봉구,4.2
84.96,14,26,용산구,21
106.65,15,28,송파구,12
116.86,12,32,관악구,9.25
84.98,8,31,도봉구,5
59.5075,4,1,성동구,10
50.46,2,21,강동구,3
59.85,9,15,은평구,7.92
84.9817,8,11,동작구,14.4
59.959,5,13,마포구,11.8
84.83,3,22,금천구,5.5
121.52,9,50,영등포,21
41.62,8,56,중구,3.1
59.96,10,6,송파구,16.6
59.9718,8,7,마포구,12
82.3019,12,23,구로구,6.8
46.75,12,31,동작구,7.1
49.66,18,5,강동구,8.2
84.82,26,18,송파구,22.9
29.03,13,5,구로구,2.85
40.94,8,8,성동구,7.73
84.96,3,6,송파구,17.2
84.94,1,10,중랑구,6.87
84.92,8,10,마포구,14.9
84.8485,15,20,중랑구,5.8
84.86,13,24,송파구,13.7
84.9097,2,18,강남구,20.8
59.4,7,25,노원구,5.79
126.89,2,34,도봉구,7.37
84.99,15,24,금천구,5.04
84.87,11,24,구로구,9.35
12.1,7,12,강남구,1.89
14.495,17,11,강동구,1.05
59.64,13,24,강동구,8.35
74.66,6,4,강남구,21.2
59.89,27,15,서초구,24
84.71,13,24,성동구,11.5
68.035,5,17,동대문,2.9
133.619,9,21,강서구,9.4
59.88,2,19,성북구,4.75
114.86,6,10,강서구,16
84.51,14,8,성동구,17
84.915,20,23,구로구,7.87
59.97,4,4,양천구,8.4
59.89,16,24,동대문,7.15
59.99,7,10,동대문,9.5
84.74,3,15,강동구,8
84.78,22,21,동대문,8.98
114.98,17,14,강북구,10.75
58.01,15,36,노원구,5
39.69,8,35,송파구,7
59.94,17,22,중구,10.2
41.3,15,36,노원구,4.4
156.99,12,53,영등포,28
59.76,7,28,성동구,7.95
84.78,18,21,동대문,9.1
59.96,1,8,노원구,6.5
84.822,19,25,성동구,14.7
115.6488,16,8,송파구,18.6
75.63,5,12,양천구,7.6
84.98,14,15,성북구,8.55
59.949,6,5,성동구,13.08
36.16,15,35,도봉구,3.4
148.94,10,16,영등포,27.7
59.9,16,5,성북구,8.95
84.96,12,26,용산구,20.5
59.52,8,26,강동구,5.85
53.88,8,38,양천구,13.8
84.73,28,3,강남구,25.3
163.44,8,22,송파구,15
77.46,3,18,은평구,3.9
59.89,9,31,강서구,6.1
53.31,5,26,구로구,1.5
84.95,12,21,서초구,18.85
59.84,11,25,동대문,6.2
59.2,5,37,노원구,5.5
84.97,26,22,노원구,7.9
49.5,5,34,노원구,5.2
84.97,1,5,강동구,12
76.79,1,44,강남구,23.7
59.94,3,26,성북구,5.6
80.25,10,42,서초구,19.98
60.66,2,22,강남구,5.05
84.69,12,27,송파구,11.85
59.84,9,16,강서구,7.48
59.92,10,27,송파구,9.9
59.91,25,4,영등포,10.4
110.22,1,41,광진구,16.3
59.98,4,4,강동구,11.8
15.11,12,12,구로구,1
50.58,6,38,도봉구,5
59.87,8,16,강서구,7.95
13.41,8,9,관악구,1.4
84.97,21,4,양천구,10.1
84.8,14,16,송파구,25
59.97,8,10,강남구,12.3
59.99,15,14,성북구,8
59.97,8,12,서대문,8.87
59.99,5,15,동대문,8.09
84.99,11,16,송파구,22
59.936,7,20,성동구,9.3
59.78,21,19,영등포,8.35
84.98,15,15,성북구,9.8
84.69,8,20,은평구,5.75
