pid,year,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
17070003,2021,170700,3,1,1,2,1,3,2,19,5,1,1,2, ,2,1,1,9,1,7,7,7,7,3,3,3,3,3,4,4,5,5,4,3,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4.142857143,4,5,5,4,4,4,4,5,5,4,4,4,4,3,3,4,4,4,5,5,4,3,4,4,4,4.12,3,3,2,3,1,4,3,3,2,2,31
17070004,2021,170700,4,1,1,2,1,3,2,17,4,1,1,2, ,2,1,1,9,1,7,7,7,7,3,3,3,3,3,4,5,4,4,3,3,4,5,4,4,3,3,4,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4.32,2,2,3,3,3,2,2,2,2,2,24
17080001,2021,170800,1,1,1,2,1,3,2,53,4,4,6,1,1,2,1,1,9,1,7,7,7,7,3,3,3,3,3,4,4,4,2,3,3,3,2,2,4,3,3,4,4,4,3,2,2,3,3,3,3.095238095,5,5,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,2,3,3.6,3,3,4,3,2,3,3,3,4,3,24
17080002,2021,170800,2,1,1,2,1,3,1,28,5,1,7,1,1,2,1,6,4,1,6,6,9,9,4,4,1,1,2.5,5,5,4,4,5,5,4,3,4,4,4,5,5,5,4,4,5,5,5,5,5,4.523809524,5,5,4,4,5,5,5,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4.4,4,3,3,2,2,3,3,3,3,3,26
17080003,2021,170800,3,1,1,2,1,3,1,23,5,1,1,2, ,2,1,3,7,1,6,6,6,7,4,4,4,3,3.75,4,5,5,5,4,4,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4.380952381,4,5,5,5,4,4,5,5,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4.4,3,3,2,3,1,3,3,3,3,3,28
17090001,2021,170900,1,1,1,2,1,1,2,84,3,3,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,1,3,2,2,3,3,3,2,2,2,26
17100002,2021,171000,2,1,1,2,1,3,2,82,2,3,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,2,2,2,3,25
17110001,2021,171100,1,1,1,2,1,3,1,61,4,2,5,1,1,1,1,2,8,2, , , , ,0,0,0,0,0,4,5,5,4,4,5,4,2,2,3,3,3,4,4,2,2,3,3,4,4,3,3.476190476,5,5,4,4,5,4,4,4,5,5,5,5,5,4,4,4,2,2,2,2,4,2,3,2,2,3.72,3,3,2,3,2,3,3,3,1,2,30
17110002,2021,171100,2,1,1,2,1,3,2,58,4,2,5,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,4,3,3,5,5,4,3,3,4,4,5,3,3,3,3,2,2,3,3,3,3,3.380952381,4,5,4,3,3,4,4,5,5,4,3,3,4,4,4,4,5,3,3,4,4,4,4,3,4,3.88,3,3,4,2,2,3,3,3,2,2,26
17110003,2021,171100,3,1,1,2,1,3,1,34,5,1,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4.476190476,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4.28,3,4,4,3,2,2,3,3,3,3,25
17110004,2021,171100,4,1,1,2,1,3,1,32,5,1,10,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,3,4,4,4,4,5,3,3,4,4,4,5,4,3,3,4,5,5,4,4,4,3.952380952,4,4,5,3,3,4,4,5,5,4,4,4,3,3,4,5,4,4,4,5,4,3,3,4,4,3.96,3,3,4,4,3,3,2,3,3,3,24
17120001,2021,171200,1,1,1,2,1,3,1,62,5,2,8,1,1,1,1,1,9,1,7,7,7,7,3,3,3,3,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3.904761905,5,5,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4.24,3,3,4,4,3,3,3,3,3,3,25
17120002,2021,171200,2,1,1,2,1,3,2,58,5,2,1,2, ,1,1,5,5,1,4,7,7,7,6,3,3,3,3.75,4,4,3,3,4,4,3,3,3,4,4,4,5,3,3,4,4,4,4,4,4,3.714285714,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3.52,3,3,2,3,2,3,3,3,1,1,31
17120003,2021,171200,3,1,1,2,1,3,1,18,4,1,1,2, ,2,1,4,6,1,6,3,9,3,4,7,1,7,4.75,5,5,4,4,4,4,4,3,3,4,4,4,5,4,4,4,5,4,4,4,4,4.095238095,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4.2,3,3,1,2,2,3,3,2,1,1,32
17130001,2021,171300,1,1,1,2,1,3,1,62,4,2,6,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,3,4,4,3,2,4,4,2,4,4,4,3,4,3,3,2,2,3,4,3,3,3.238095238,4,5,4,4,4,4,4,3,4,4,5,5,3,2,4,4,4,3,2,3,2,3,3,3,3,3.56,3,4,3,2,2,3,3,3,3,3,26
17130002,2021,171300,2,1,1,2,1,3,2,56,3,2,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,4,5,3,3,4,4,4,3,3,3,2,2,4,4,3,3,3,3,3,4,3,3.333333333,4,4,4,4,4,4,3,4,4,4,3,3,3,2,3,3,4,4,4,3,3,3,3,4,4,3.52,3,2,2,3,2,3,4,3,3,2,28
17130003,2021,171300,3,1,1,2,1,3,1,30,5,1,7,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,4,4,3,3,4,5,3,3,4,4,4,3,3,3,4,4,3,3,4,4,4,3.619047619,4,5,3,3,4,4,4,5,3,3,4,4,5,3,3,4,4,4,4,3,4,5,4,4,4,3.88,3,4,3,2,2,3,3,3,3,3,26
17130004,2021,171300,4,1,1,2,1,3,1,26,5,1,7,1,1,2,1,5,5,1,5,6,6,6,5,4,4,4,4.25,5,5,5,4,4,5,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4.333333333,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4.16,3,3,2,3,2,3,3,3,2,2,29
17140001,2021,171400,1,1,1,2,1,2,2,69,3,3,1,2, ,1,1,4,6,2, , , , ,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.333333333,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.12,3,3,2,3,1,3,3,3,2,2,30
17140002,2021,171400,2,1,1,2,1,2,2,44,5,1,7,1,1,2,1,1,9,1,5,6,6,9,5,4,4,1,3.5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4.76,3,3,1,3,2,3,3,3,1,2,31
17220001,2021,172200,1,1,1,2,1,3,1,61,5,2,12,1,2,2,1,5,5,2, , , , ,0,0,0,0,0,2,2,3,3,3,4,3,2,4,3,3,3,3,3,3,2,3,2,2,3,3,2.80952381,5,4,4,4,4,5,4,5,4,4,4,4,3,3,3,2,2,2,3,2,2,2,2,2,2,3.24,3,3,1,3,2,3,3,3,2,1,31
17220002,2021,172200,2,1,1,2,1,3,2,57,4,2,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,4,4,3,2,3,3,4,3,4,4,3,3,4,3,3,3,4,2,2,2,3,3.142857143,5,4,4,4,4,4,4,4,5,4,4,4,4,3,4,3,2,2,3,3,2,3,3,2,2,3.44,3,2,1,3,2,3,3,2,1,1,32
17220004,2021,172200,4,1,1,2,1,3,1,25,5,1,1,2, ,2,1,5,5,1,4,7,4,4,6,3,6,6,5.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,1,3,3,3,1,1,32
17220005,2021,172200,5,1,1,2,1,3,2,29,5,1,6,1,1,2,1,5,5,1,5,6,9,9,5,4,1,1,2.75,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,2,3,3,2,1,1,33
17220006,2021,172200,6,1,1,2,1,3,2,86,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,2,2,2,2,2,1,2,2,26
17370001,2021,173700,1,1,1,6,1,3,1,68,4,2,3,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.48,3,2,1,3,3,2,2,2,1,1,29
17370002,2021,173700,2,1,1,6,1,3,2,71,3,2,1,2, ,2,1,3,7,1,5,6,6,6,5,4,4,4,4.25,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3.142857143,4,4,4,4,4,4,4,4,4,3,4,2,2,2,3,2,2,2,4,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,28
17370003,2021,173700,3,1,1,6,1,3,1,46,5,1,7,1,1,2,1,4,6,1,6,7,8,7,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,2,2,2,3.6,3,2,1,3,3,2,2,2,1,1,29
17390002,2021,173900,2,1,1,6,1,1,2,87,2,3,2,2, ,1,1,5,5,1,4,4,4,4,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.64,2,2,1,2,2,2,3,3,1,1,28
17400001,2021,174000,1,1,1,6,1,3,1,49,5,2,10,1,1,2,1,3,7,1,4,5,6,4,6,5,4,6,5.25,5,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,4,4,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,2,4,4,2,1,1,33
17400002,2021,174000,2,1,1,6,1,3,2,49,5,2,7,1,1,2,1,4,6,1,4,5,6,1,6,5,4,9,6,3,3,4,5,5,5,4,3,2,4,4,2,5,5,5,5,3,3,2,3,2,3.666666667,5,5,5,5,5,5,5,5,4,4,5,4,3,3,5,5,2,2,5,2,5,1,1,1,1,3.72,4,4,2,4,2,4,4,1,1,1,38
17400003,2021,174000,3,1,1,6,1,3,2,24,5,1,5,1,1,2,1,4,6,1,4,6,6,1,6,4,4,9,5.75,4,4,5,5,5,4,4,5,3,3,3,2,5,5,4,4,2,1,4,1,1,3.523809524,5,5,5,5,5,5,5,5,5,5,5,4,3,2,5,5,3,3,5,5,5,3,2,2,2,4.16,4,4,1,4,2,4,4,2,1,1,38
17400004,2021,174000,4,1,1,6,1,3,1,13,3,1,1,2, ,2,1,4,6,1,4,5,5,4,6,5,5,6,5.5,4,5,5,5,5,5,5,3,1,2,1,1,5,5,5,5,5,1,4,1,1,3.523809524,5,5,5,5,5,4,5,5,5,5,1,3,2,1,5,5,1,1,3,1,5,1,1,1,1,3.24,3,3,2,4,1,3,3,1,2,1,34
17430001,2021,174300,1,1,1,6,1,3,1,59,4,2,9,1,1,1,1,3,7,1,4,6,4,4,6,4,6,6,5.5,3,3,3,4,4,4,4,4,4,4,3,3,5,5,3,3,2,2,2,2,1,3.238095238,5,5,5,5,5,4,4,5,4,3,5,4,3,2,5,5,3,3,3,4,5,1,1,1,1,3.64,2,2,1,3,1,3,2,2,1,1,31
17430002,2021,174300,2,1,1,6,1,3,2,58,4,2,1,2, ,1,1,4,6,2, , , , ,0,0,0,0,0,2,2,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.476190476,5,5,5,5,5,4,5,5,3,3,5,3,3,3,3,3,2,2,3,2,4,1,1,1,1,3.28,4,4,3,4,1,4,4,3,1,1,36
17430003,2021,174300,3,1,1,6,1,3,1,31,5,1,7,1,1,1,1,1,9,1,1,5,1,1,9,5,9,9,8,5,5,5,4,5,4,4,3,4,3,3,3,5,5,5,5,4,5,4,3,3,4.142857143,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,4,1,3,3,2,1,1,37
17440001,2021,174400,1,0,1,6,1,3,1,58,6,2,1,2, ,2,1,6,4,2, , , , ,0,0,0,0,0,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4.714285714,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,4.48,2,2,2,2,3,2,1,2,2,2,23
17440002,2021,174400,2,1,1,6,1,3,2,57,5,2,6,1,1,2,1,7,3,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,1,1,1,1,1,1,1,4,4,4,4,5,1,1,1,1,1,1,2.68,3,2,3,3,3,2,3,3,2,2,25
17440003,2021,174400,3,1,1,6,1,3,1,28,5,1,7,1,1,2,1,5,5,1,4,6,4,4,6,4,6,6,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,3,3,2,3,3,3,2,3,1,3,27
17450001,2021,174500,1,1,1,6,1,3,1,58,4,2,9,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1.523809524,5,5,5,5,5,4,3,3,4,2,5,3,3,2,2,2,2,2,3,1,1,1,1,1,1,2.84,3,4,1,3,1,4,4,3,1,1,36
17450002,2021,174500,2,1,1,6,1,3,2,54,4,2,7,1,1,2,1,3,7,1,4,4,4,6,6,6,6,4,5.5,4,4,3,3,4,4,3,3,3,3,2,2,5,5,2,2,2,2,1,1,1,2.80952381,5,5,5,5,5,4,4,3,3,4,5,4,4,3,3,3,3,3,3,2,4,1,1,1,1,3.36,3,3,1,4,1,3,4,3,2,1,34
17450003,2021,174500,3,1,1,6,1,3,1,30,5,1,9,1,1,2,1,2,8,1,5,5,5,5,5,5,5,5,5,4,4,3,4,4,5,4,4,5,4,4,4,5,4,4,3,4,5,4,3,3,4,5,5,4,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4.72,3,3,1,3,1,4,3,2,1,1,35
17450004,2021,174500,4,1,1,6,1,3,1,28,5,1,6,1,1,2,1,3,7,1,4,4,4,4,6,6,6,6,6,4,4,5,4,4,3,4,5,4,4,3,4,5,5,4,3,3,3,3,3,3,3.80952381,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,3,3,3,3,4.52,4,4,3,4,1,2,3,3,1,1,33
17470001,2021,174700,1,1,1,6,1,3,2,51,4,4,12,1,3,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,4,4,4,4,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3.523809524,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.4,3,3,2,3,2,3,3,3,2,2,29
17470002,2021,174700,2,1,1,6,1,3,2,24,5,1,6,1,1,2,1,5,5,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,3,3,3,2,2,29
17470003,2021,174700,3,1,1,6,1,3,2,21,5,1,1,2, ,2,1,5,5,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,2,3,3,2,1,1,34
17470004,2021,174700,4,1,1,6,1,3,1,20,5,1,1,2, ,2,1,5,5,1,4,7,7,7,6,3,3,3,3.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,3,3,3,1,1,31
17480001,2021,174800,1,1,1,6,1,1,1,81,2,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,3,2,23
17490001,2021,174900,1,1,1,6,1,3,1,67,4,2,1,1,4,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3.56,3,3,3,3,2,3,3,3,2,2,28
17490002,2021,174900,2,1,1,6,1,3,2,63,3,2,6,1,3,2,1,2,8,2, , , , ,0,0,0,0,0,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1.714285714,5,5,5,5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2.56,3,3,2,2,2,3,3,3,2,2,28
17490003,2021,174900,3,1,1,6,1,3,1,38,5,1,9,1,1,2,1,4,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,3,3,2,2,2,29
17490004,2021,174900,4,1,1,6,1,3,1,35,5,1,10,1,1,2,1,4,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,3,3,3,1,1,31
17500001,2021,175000,1,1,1,6,1,2,1,71,4,2,4,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2.380952381,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.28,3,3,3,3,2,3,3,3,2,2,28
17500002,2021,175000,2,1,1,6,1,2,2,70,3,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,2,3,1,23
17510002,2021,175100,2,1,1,6,1,1,2,66,2,3,3,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.56,2,1,2,2,3,2,2,1,2,2,24
17550001,2021,175500,1,1,1,2,1,3,1,47,5,2,10,1,1,2,1,2,8,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,3,3,2,2,2,30
17550002,2021,175500,2,1,1,2,1,3,2,49,4,2,1,2, ,2,1,1,9,1,4,5,5,5,6,5,5,5,5.25,5,5,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4.761904762,5,5,4,4,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,4,4.64,4,3,3,3,3,2,3,3,2,2,27
17550003,2021,175500,3,1,1,2,1,3,1,15,3,1,1,2, ,2,1,2,8,1,1,1,1,1,9,9,9,9,9,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5,5,4,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4.92,3,3,3,3,3,3,2,3,1,1,28
17570001,2021,175700,1,1,1,2,1,3,1,60,5,2,3,2, ,1,1,2,8,1,5,9,9,9,5,1,1,1,2,2,4,5,3,5,5,2,3,2,4,2,2,5,5,4,5,1,4,4,4,4,3.571428571,5,5,5,5,5,4,1,3,5,1,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,2.44,3,3,2,3,2,2,2,3,3,3,25
17570002,2021,175700,2,1,1,2,1,3,2,57,5,2,2,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,5,4,5,5,1,4,1,3,2,2,5,5,5,5,1,4,4,1,3,3.19047619,5,5,5,5,5,5,1,5,5,1,5,5,2,2,5,3,2,4,4,1,3,1,1,1,2,3.32,3,3,2,3,2,3,3,4,1,1,30
17570003,2021,175700,3,1,1,2,1,3,2,27,5,1,8,1,1,1,1,1,9,1,1,4,9,1,9,6,1,9,6.25,4,5,5,4,5,5,2,3,4,5,2,1,5,5,5,5,4,4,5,5,4,4.142857143,5,5,5,5,5,5,4,5,5,2,5,5,1,1,5,5,5,5,5,5,5,2,1,1,1,3.92,3,3,1,3,1,1,3,4,1,1,30
17580001,2021,175800,1,0,1,2,1,3,1,69,5,2,5,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,3,2,2,3,2,2,2,2,3,2,26
17580002,2021,175800,2,0,1,2,1,3,2,68,4,2,1,2, ,1,1,5,5,2, , , , ,0,0,0,0,0,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3.428571429,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3.72,2,3,3,2,2,2,3,4,3,3,22
17580003,2021,175800,3,0,1,2,1,3,1,44,5,1,7,1,1,2,1,4,6,1,7,6,9,9,3,4,1,1,2.25,4,5,4,4,4,5,5,4,3,3,4,4,4,4,5,5,4,4,4,4,4,4.142857143,5,5,4,4,4,4,4,5,5,5,4,4,3,5,5,4,4,4,4,4,5,5,4,4,4,4.32,3,3,2,2,2,2,2,3,3,3,24
17580004,2021,175800,4,0,1,2,1,3,2,42,5,1,6,1,1,2,1,1,9,1,7,6,6,6,3,4,4,4,3.75,4,5,5,4,4,4,4,3,5,5,4,4,4,4,4,3,4,4,4,4,4,4.095238095,5,5,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4.32,2,2,3,3,2,2,3,3,2,2,25
17580005,2021,175800,5,0,1,2,1,3,1,39,5,1,6,1,1,2,1,5,5,1,8,8,9,9,2,2,1,1,1.5,4,5,5,4,4,4,4,4,3,3,4,4,5,5,3,3,3,4,4,4,4,3.952380952,5,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,5,4,3,4,4,4,4,4,4.2,3,4,2,2,2,2,2,2,2,2,28
17610001,2021,176100,1,1,1,2,1,3,1,56,5,2,6,1,1,1,1,1,9,1,2,6,6,6,8,4,4,4,5,4,4,5,4,5,5,2,3,5,5,3,2,5,5,5,5,3,4,4,3,1,3.904761905,5,5,5,5,5,5,3,4,5,2,5,5,4,3,5,1,1,1,5,4,4,2,2,1,1,3.52,3,3,1,4,2,3,2,3,1,1,32
17610002,2021,176100,2,1,1,2,1,3,2,54,5,2,6,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,3,3,5,4,5,5,1,4,4,4,2,2,5,5,5,5,1,3,4,3,3,3.619047619,5,5,5,5,5,5,3,5,4,1,5,5,3,3,5,2,1,4,4,3,4,2,1,1,1,3.48,4,4,2,4,2,3,3,3,1,1,34
17610003,2021,176100,3,1,1,2,1,3,2,32,6,1,8,1,1,1,1,1,9,1,3,5,6,5,7,5,4,5,5.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4.68,4,3,1,4,1,4,4,1,1,1,39
17620001,2021,176200,1,1,1,2,1,3,1,65,4,3,7,1,3,2,1,1,9,2, , , , ,0,0,0,0,0,4,5,4,4,4,4,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2.80952381,5,5,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,2,4,3,3,2,2,2,3.52,3,2,2,2,2,3,3,3,2,2,27
17620002,2021,176200,2,1,1,2,1,3,2,34,5,1,7,1,1,2,1,2,8,1,8,9,9,9,2,1,1,1,1.25,4,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4.333333333,5,5,4,4,4,4,5,5,5,4,4,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4.36,2,3,3,3,2,2,3,3,3,3,24
17620003,2021,176200,3,1,1,2,1,3,1,28,6,1,7,1,1,2,1,1,9,1,8,9,9,9,2,1,1,1,1.25,4,5,5,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4.333333333,4,4,5,4,4,3,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4.12,3,4,3,3,2,2,2,2,2,2,28
